codelist_name,urn,notation,label,description
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O1P,N/A,N/A,Polar regions
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O1X0,N/A,N/A,"Australia, Oceania and Polar regions Excluding OECD countries"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O2,N/A,N/A,Oceania and Polar Regions
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O29,N/A,N/A,Oceania and Polar Regions not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O3,N/A,N/A,Oceania
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O39,N/A,N/A,Oceania not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O3A,N/A,N/A,Australian Oceania
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O3M,N/A,N/A,American Oceania
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O3Z,N/A,N/A,New Zealand Oceania
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O5,N/A,N/A,Other Oceania & Polar regions countries deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O6,N/A,N/A,Australia and New Zealand deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O69,N/A,N/A,Australia and New Zealand not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O6X0,N/A,N/A,Australia and New Zealand Excluding OECD countries deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O7,N/A,N/A,Melanesia deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O79,N/A,N/A,Melanesia  not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O8,N/A,N/A,Micronesia deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O89,N/A,N/A,Micronesia  not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O9,N/A,N/A,Polynesia deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).O99,N/A,N/A,Polynesia not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).OM,N/A,N/A,Oman
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).P0,N/A,N/A,OECD countries (evolving composition)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).P09,N/A,N/A,OECD not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).P1,N/A,N/A,OECD countries (fixed composition-34 members)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).P10,N/A,N/A,World Excluding OECD countries (fixed composition-35 members)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).P2,N/A,N/A,OECD Key partners
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).P3,N/A,N/A,DAC Reporting Countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).P4,N/A,N/A,OECD countries (fixed composition-35 members)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).P8,N/A,N/A,World Excluding OECD countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).P9,N/A,N/A,World Excluding OECD countries (fixed composition-34 members)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PA,N/A,N/A,Panama
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PE,N/A,N/A,Peru
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PF,N/A,N/A,French Polynesia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PG,N/A,N/A,Papua New Guinea
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PH,N/A,N/A,Philippines
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PK,N/A,N/A,Pakistan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PL,N/A,N/A,Poland
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PM,N/A,N/A,Saint Pierre and Miquelon
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PN,N/A,N/A,Pitcairn
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PR,N/A,N/A,Puerto Rico
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PS,N/A,N/A,"Palestine, State of"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PT,N/A,N/A,Portugal
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PW,N/A,N/A,Palau
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).PY,N/A,N/A,Paraguay
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).Q1,N/A,N/A,"EU 27 member states, outside the euro area 13, excluding DK, SE, GB (CY,CZ,EE,HU,LV,LT,MT,PL,SK,RO,BG) as of 1 January 2007"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).Q2,N/A,N/A,"EU 27 member states, outside the euro area 15, excluding DK, SE, GB (CZ,EE,HU,LV,LT,PL,SK,RO,BG) as of 1 January 2008"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).Q3,N/A,N/A,"EU 27 member states, outside the euro area 16, excluding DK, SE, GB (CZ,EE,HU,LV,LT,PL,RO,BG) as of 1 January 2009"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).Q4,N/A,N/A,"EU 27 member states, outside the euro area 17, excluding DK, SE, GB (CZ,HU,LV,LT,PL,RO,BG) as of 1 January 2011"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).Q5,N/A,N/A,"EU 28 member states, outside the euro area 17, excluding DK, SE, GB (CZ,HU,LV,LT,PL,RO,BG) as of 1 July 2013"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).Q6,N/A,N/A,"EU 28 member states, outside the euro area 18, excluding DK, SE, GB (CZ,HU,LT,PL,RO,BG) as of 1 January 2014"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).Q7,N/A,N/A,"EU 28 member states, outside the euro area 19, excluding DK, SE, GB (CZ,HR,HU,PL,RO,BG) as of 1 January 2015"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).QA,N/A,N/A,Qatar
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R1,N/A,N/A,Belgo-Luxembourg Economic Union
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R109,N/A,N/A,Belgium-Luxembourg not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R11,N/A,N/A,Mediterranean Basin countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R12,N/A,N/A,Offshore financial centers
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R121,N/A,N/A,Offshore financial centers excluding Hong Kong
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R13,N/A,N/A,French Franc zone
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R14,N/A,N/A,Community of Independent States (CIS)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R14M,N/A,N/A,CIS & Mongolia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R15,N/A,N/A,Mercado comun de los paises del cono sur
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R16,N/A,N/A,APEC (Asia-Pacific Economic Co-operation)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R17,N/A,N/A,Mediterranean countries in the European Unionro-Mediterranean Partnership
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R18,N/A,N/A,SADC (South African Development Community)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R19,N/A,N/A,EAC (East African Community) deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R2,N/A,N/A,EFTA (European Free Trade Association)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R22,N/A,N/A,"G20 (Argentina, Australia, Brazil, Canada, China, European Union, France, Germany, India,Indonesia, Italy, Japan, Mexico, Russia, Saudi Arabia, South Africa, South Korea, Turkey, United Kingdom, United States)"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R220,N/A,N/A,G20 excluding European Union
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R221,N/A,N/A,G20 OECD countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R222,N/A,N/A,G20 Non-OECD countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R23,N/A,N/A,Major Advanced Economies - G7
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R24,N/A,N/A,G8: G7 + Russia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R25,N/A,N/A,Total Official Development Assistance (ODA) recipients
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R251,N/A,N/A,ODA recipients-Europe
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R252,N/A,N/A,ODA recipients-Africa
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R253,N/A,N/A,ODA recipients-America
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R254,N/A,N/A,ODA recipients-Asia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R255,N/A,N/A,ODA recipients-Oceania
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R3,N/A,N/A,NAFTA (North American Free Trade Association)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R4,N/A,N/A,ASEAN (Countries for the Association of South-East Asian Nations)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R45,N/A,N/A,ASEAN-5
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R5,N/A,N/A,OPEC (Organization of Petroleum Exporting Countries)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R51,N/A,N/A,OPEC (Organization of Petroleum Exporting Countries) (from 2016)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R6,N/A,N/A,"ACP (African, Caribbean and Pacific countries, Lomé convention)"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R61,N/A,N/A,African ACP countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R62,N/A,N/A,Caribbean ACP countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R63,N/A,N/A,Pacific ACP countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R7,N/A,N/A,BRIC
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R8,N/A,N/A,BRICS deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).R9,N/A,N/A,Core Newly Industrializing Countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).RE,N/A,N/A,Reunion
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).RO,N/A,N/A,Romania
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).RS,N/A,N/A,Serbia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).RU,N/A,N/A,Russian Federation
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).RW,N/A,N/A,Rwanda
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S1,N/A,N/A,Asia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S19,N/A,N/A,Asia not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S198,N/A,N/A,Asian NICs of the second wave of industrialization
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S1X,N/A,N/A,Asia Excluding OECD countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S1X0,N/A,N/A,Asia Excluding OECD countries (Fixed composition)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S1X2,N/A,N/A,Asia excl. Japan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S1X3,N/A,N/A,Asia excl. Japan & China
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S2,N/A,N/A,Eastern Asia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S29,N/A,N/A,Eastern Asia not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S2X,N/A,N/A,Eastern Asia Excluding OECD countries deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S3,N/A,N/A,Near and Middle East countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S35,N/A,N/A,Gulf Arabian Countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S359,N/A,N/A,Gulf Arabian Countries not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S35E,N/A,N/A,Persian Gulf Economies (CDIS)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S35E9,N/A,N/A,Persian Gulf Economies Not Allocated (CDIS)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S37,N/A,N/A,Other Near and Middle East countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S379,N/A,N/A,Other Near and Middle East not allocated  deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S37E,N/A,N/A,Other Near and Middle East Economies (CDIS)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S37E9,N/A,N/A,Other Near and Middle East Economies Not Allocated (CDIS)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S37X,N/A,N/A,Other Near and Middle East Excluding OECD countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S37Z,N/A,N/A,Other Near and Middle East Excluding OECD countries (Fixed composition)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S39,N/A,N/A,Near and Middle East not allocated  deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S3X,N/A,N/A,Near and Middle East Excluding OECD countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S3X0,N/A,N/A,Near and Middle East Excluding OECD countries (Fixed composition)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S4,N/A,N/A,Central Asia deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S49,N/A,N/A,Central Asia not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S5,N/A,N/A,Central & South Asia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S59,N/A,N/A,Central & South Asia not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S6,N/A,N/A,Other Asian countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S6X,N/A,N/A,Other Asian countries excluding OECD countries
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S7,N/A,N/A,Southern Asia deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S79,N/A,N/A,Southern Asia not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S8,N/A,N/A,South-Eastern Asia  deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).S89,N/A,N/A,South-Eastern Asia not allocated deprecated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SA,N/A,N/A,Saudi Arabia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SB,N/A,N/A,Solomon Islands
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SC,N/A,N/A,Seychelles
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SD,N/A,N/A,Sudan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SE,N/A,N/A,Sweden
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SG,N/A,N/A,Singapore
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SH,N/A,N/A,Saint Helena
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SI,N/A,N/A,Slovenia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SJ,N/A,N/A,Svalbard and Jan Mayen
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SK,N/A,N/A,Slovakia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SL,N/A,N/A,Sierra Leone
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SM,N/A,N/A,San Marino
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SN,N/A,N/A,Senegal
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SO,N/A,N/A,Somalia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SR,N/A,N/A,Suriname
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SS,N/A,N/A,South Sudan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).ST,N/A,N/A,Sao Tome and Principe
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SUH,N/A,N/A,Former U.S.S.R.
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SUH9,N/A,N/A,Former U.S.S.R. not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SV,N/A,N/A,El Salvador
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SX,N/A,N/A,Sint Maarten (Dutch part)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SY,N/A,N/A,Syrian Arab Republic
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).SZ,N/A,N/A,Swaziland
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TC,N/A,N/A,Turks and Caicos Islands
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TD,N/A,N/A,Chad
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TF,N/A,N/A,French Southern Territories
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TG,N/A,N/A,Togo
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TH,N/A,N/A,Thailand
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TJ,N/A,N/A,Tajikistan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TK,N/A,N/A,Tokelau
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TL,N/A,N/A,Timor-Leste
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TM,N/A,N/A,Turkmenistan
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TN,N/A,N/A,Tunisia
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TO,N/A,N/A,Tonga
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TR,N/A,N/A,Turkey
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TT,N/A,N/A,Trinidad and Tobago
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TV,N/A,N/A,Tuvalu
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TW,N/A,N/A,"Taiwan, Province of China"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TZ,N/A,N/A,"Tanzania, United Republic of"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TZXZ,N/A,N/A,"Tanzania, United Republic of (excluding Zanzibar)"
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).TZZN,N/A,N/A,Zanzibar
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U0,N/A,N/A,EU excluding the Euro area and reference area (changing composition)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U2,N/A,N/A,Euro area (Member States and Institutions of the Euro Area) changing composition
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U20,N/A,N/A,Euro area (Member States of the Euro Area) excluding ECB and ESM
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U29,N/A,N/A,Euro area (changing composition) not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U3,N/A,N/A,Intra EU Extra Euro Area (EU member states and institutions not belonging to the Euro area) changing composition
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U30,N/A,N/A,Intra EU Extra Euro Area  (changing composition) excluding EU institutions
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U39,N/A,N/A,Intra EU Extra Euro Area  (changing composition) not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U4,N/A,N/A,Extra Euro area  (changing composition)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U49,N/A,N/A,Extra-Euro area (changing composition) not allocated
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U5,N/A,N/A,Other Euro area member states (all countries except the reference area) (changing composition)
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U7,N/A,N/A,Euro area and the reference area
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U8,N/A,N/A,All areas other than Euro area and ref./home area
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).U9,N/A,N/A,All areas other than EU and ref./home area
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).UA,N/A,N/A,Ukraine
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).UG,N/A,N/A,Uganda
Area code list,urn:sdmx:org.sdmx.infomodel.codelist.Code=IMF:CL_AREA(1.8).UM,N/A,N/A,United States Minor outlying islands
